"name","height","position","legendaryBadgeCount","purpleBadgeCount","goldBadgeCount","silverBadgeCount","bronzeBadgeCount","outsideScoringBadgeCount","insideScoringBadgeCount","generalOffenseBadgeCount","playmakingBadgeCount","defensiveBadgeCount","reboundingBadgeCount","allAroundBadgeCount","badgeCount","team","overallAttribute","closeShot","midRangeShot","threePointShot","freeThrow","shotIQ","offensiveConsistency","layup","standingDunk","drivingDunk","postHook","postFade","postControl","drawFoul","hands","interiorDefense","perimeterDefense","steal","block","helpDefenseIQ","passPerception","defensiveConsistency","speed","agility","strength","vertical","stamina","hustle","overallDurability","passAccuracy","ballHandle","speedWithBall","passIQ","passVision","offensiveRebound","defensiveRebound"
"John Collins","6'9"" (206cm)","PF",0,0,3,2,4,0,1,0,0,1,0,1,9,"Los Angeles Clippers",79,97,69,80,84,60,40,83,85,90,76,76,76,40,80,70,49,49,66,70,38,50,71,65,75,85,92,85,84,58,60,50,58,30,55,63
"Ty Jerome","6'5"" (196cm)","PG",0,0,0,6,3,2,4,0,0,0,0,0,9,"Memphis Grizzlies",79,98,94,86,89,80,90,88,40,45,38,37,37,48,80,32,56,86,27,62,48,35,69,73,46,62,85,68,80,84,86,68,84,71,45,48
"Cam Spencer","6'4"" (193cm)","SG",0,0,3,2,2,5,1,1,0,0,0,0,7,"Memphis Grizzlies",79,97,84,91,92,75,70,69,30,55,36,37,30,52,85,44,59,43,30,50,52,45,73,73,45,53,85,90,80,79,77,70,79,75,32,48
"Jay Huff","7'1"" (216cm)","C",0,0,1,1,3,1,0,1,0,2,0,1,5,"Indiana Pacers",78,97,82,74,82,80,75,60,65,65,74,74,74,64,80,79,32,35,96,78,64,75,48,47,62,62,80,85,77,50,43,33,60,40,52,66
"Kris Dunn","6'3"" (191cm)","SG",0,0,2,3,4,0,3,0,0,6,0,0,9,"Los Angeles Clippers",78,97,84,82,72,70,45,70,40,55,39,60,42,44,80,40,87,86,40,88,88,85,83,87,56,83,85,90,84,72,78,82,74,62,44,47
"Brandon Clarke","6'8"" (203cm)","C",0,0,2,1,3,0,0,0,0,1,0,1,6,"Memphis Grizzlies",78,97,78,57,70,60,35,87,80,84,63,62,62,55,80,80,75,59,65,80,72,80,84,83,64,82,90,95,80,59,69,65,62,33,75,68
"Jock Landale","6'11"" (211cm)","C",0,0,0,2,4,0,0,1,0,0,2,0,6,"Memphis Grizzlies",78,97,89,84,67,75,65,75,65,65,84,84,84,44,70,71,48,37,61,62,60,45,54,54,64,75,80,70,80,57,52,45,57,41,86,63
"Jaylen Wells","6'8"" (203cm)","SG",0,0,2,0,0,1,0,1,0,0,0,0,2,"Memphis Grizzlies",78,91,93,77,80,60,45,78,45,70,42,44,42,55,80,51,80,46,32,78,75,75,86,80,60,67,85,85,80,62,75,70,64,38,41,50
"Clint Capela","6'10"" (208cm)","C",0,0,2,7,3,0,0,1,0,4,2,1,12,"Houston Rockets",77,78,50,25,50,70,30,70,80,75,64,48,64,34,70,83,47,73,87,86,74,80,58,51,82,68,78,75,83,34,48,30,35,30,96,78
"Steven Adams","6'11"" (211cm)","C",0,0,3,2,4,0,0,1,0,2,2,0,9,"Houston Rockets",77,67,65,26,65,40,60,69,70,70,72,62,69,59,75,80,55,46,70,80,70,70,48,63,96,68,68,75,82,69,35,33,68,35,98,79
"Derrick Jones Jr.","6'6"" (198cm)","PF",0,0,3,3,3,0,0,1,0,4,0,1,9,"Los Angeles Clippers",77,94,82,84,77,60,60,79,85,94,50,52,52,52,90,67,82,49,82,81,80,80,77,82,59,93,83,80,78,65,68,61,54,32,46,46
"Bradley Beal","6'4"" (193cm)","SG",0,0,1,4,8,4,5,1,0,0,0,0,13,"Los Angeles Clippers",77,85,80,80,81,65,70,84,30,75,55,55,54,45,92,45,60,46,56,57,40,40,76,83,62,87,84,78,82,74,86,76,74,47,36,47
"Marcus Smart","6'3"" (191cm)","SG",0,1,5,1,4,1,2,0,0,7,0,1,11,"Los Angeles Lakers",77,92,87,72,94,50,30,70,25,50,25,58,78,27,70,74,86,87,52,86,85,85,75,89,73,83,89,90,83,75,74,74,75,59,38,47
"Jake LaRavia","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",77,84,78,75,73,80,60,79,60,75,60,60,60,69,70,78,78,76,56,77,78,75,59,78,62,72,88,85,80,69,68,57,68,41,62,54
"Dorian Finney-Smith","6'7"" (201cm)","PF",0,0,0,3,6,1,0,1,0,4,0,1,9,"Houston Rockets",76,80,71,83,64,70,65,84,40,84,54,50,54,58,72,72,83,43,51,74,74,75,67,82,62,83,80,80,81,65,60,44,68,32,47,62
"Isaiah Jackson","6'9"" (206cm)","C",0,0,1,1,4,0,0,1,0,1,2,1,6,"Indiana Pacers",76,91,69,59,74,60,45,70,75,70,59,48,55,59,80,70,54,63,77,66,49,55,73,73,65,81,82,90,80,40,59,54,44,32,88,77
"Brook Lopez","7'1"" (216cm)","C",0,0,0,2,6,1,0,1,0,3,0,0,8,"Los Angeles Clippers",76,82,85,81,81,75,35,54,75,65,76,76,76,40,85,80,45,38,86,80,78,80,25,60,89,60,92,85,79,35,35,25,70,33,37,63
"Jarred Vanderbilt","6'8"" (203cm)","PF",0,0,4,2,5,0,0,0,0,9,1,1,11,"Los Angeles Lakers",76,79,69,78,74,50,30,75,75,75,40,32,50,40,85,83,83,66,57,82,88,80,75,83,70,80,75,95,78,60,65,65,38,37,76,79
"Jaxson Hayes","7'0"" (213cm)","C",0,0,1,5,1,0,0,0,0,1,2,1,7,"Los Angeles Lakers",76,97,68,60,67,60,50,79,85,80,68,54,65,52,90,78,48,38,72,79,45,65,58,64,72,75,80,95,80,29,38,41,40,34,68,69
"Kentavious Caldwell-Pope","6'5"" (196cm)","SG",0,0,2,2,5,3,0,1,0,4,0,1,9,"Memphis Grizzlies",76,88,82,80,93,50,40,74,35,73,35,58,35,40,90,45,87,53,47,82,82,85,85,84,60,69,92,85,84,67,70,80,68,69,34,49
"Scotty Pippen Jr.","6'1"" (185cm)","PG",0,0,0,1,6,0,4,0,0,3,0,0,7,"Memphis Grizzlies",76,88,57,83,71,80,75,82,25,65,25,36,31,50,72,31,62,90,56,54,55,50,82,82,39,79,82,75,80,85,86,82,85,73,45,56
"Josh Okogie","6'4"" (193cm)","SG",0,0,0,5,1,1,0,1,0,2,1,1,6,"Houston Rockets",75,65,70,84,73,70,70,77,30,75,42,44,44,49,70,50,77,76,47,78,77,70,89,84,58,92,80,95,82,69,76,81,62,31,58,47
"Quenton Jackson","6'5"" (196cm)","PG",0,0,0,0,1,1,0,0,0,0,0,0,1,"Indiana Pacers",75,69,68,82,74,70,70,80,40,80,33,40,31,57,80,46,73,53,35,70,75,65,85,85,42,88,80,75,79,78,78,76,78,67,39,57
"Jarace Walker","6'7"" (201cm)","SF",0,0,1,3,2,0,1,0,0,2,0,1,6,"Indiana Pacers",75,73,72,76,79,75,65,78,70,85,57,58,58,40,80,67,62,38,52,60,62,60,81,81,80,90,90,80,80,69,62,70,68,43,34,71
"Nicolas Batum","6'8"" (203cm)","SF",0,0,0,3,4,1,3,1,0,1,0,0,7,"Los Angeles Clippers",75,77,70,84,77,70,35,74,55,60,40,63,62,35,85,66,73,59,60,68,50,65,68,75,65,82,88,85,83,70,71,68,73,30,38,54
"Dalton Knecht","6'6"" (198cm)","SG",0,0,2,4,0,4,1,1,0,0,0,0,6,"Los Angeles Lakers",75,91,91,82,75,70,55,78,45,65,48,49,49,44,85,50,59,42,63,59,57,35,86,59,50,77,90,85,80,64,68,74,65,29,42,51
"Vince Williams Jr.","6'4"" (193cm)","PG",0,0,1,5,3,1,4,1,0,2,0,1,9,"Memphis Grizzlies",75,86,79,72,80,60,40,75,35,70,41,53,39,44,70,55,79,63,56,77,75,75,68,82,52,70,87,90,80,80,79,60,80,80,44,68
"GG Jackson","6'9"" (206cm)","PF",0,0,2,5,1,2,1,1,0,0,0,1,8,"Memphis Grizzlies",75,91,70,70,71,60,55,71,65,85,59,59,59,49,95,58,58,76,72,70,69,40,82,79,62,82,88,60,80,59,62,80,50,33,38,70
"Aaron Holiday","6'0"" (183cm)","PG",0,0,0,1,1,1,1,0,0,0,0,0,2,"Houston Rockets",74,92,89,84,86,70,65,79,25,60,25,45,32,47,80,34,68,42,50,67,69,45,76,77,49,56,85,85,84,82,86,76,82,37,29,40
"Micah Potter","6'9"" (206cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",74,66,70,81,84,85,70,60,75,65,63,63,63,50,76,59,37,35,61,59,57,45,43,43,74,60,80,85,81,54,42,32,55,59,41,78
"Ben Sheppard","6'6"" (198cm)","SG",0,0,0,0,2,0,0,0,0,2,0,0,2,"Indiana Pacers",74,53,83,73,81,75,60,78,35,60,48,49,47,49,80,54,79,36,40,78,75,75,84,84,54,75,85,90,80,70,73,74,70,38,41,67
"Bogdan Bogdanovic","6'5"" (196cm)","SG",0,0,2,4,3,3,3,1,0,0,0,0,9,"Los Angeles Clippers",74,73,80,77,87,70,45,75,50,65,62,57,57,50,85,44,63,46,37,57,52,40,75,75,63,78,89,67,77,71,76,73,70,65,33,58
"Kobe Sanders","6'8"" (203cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",74,84,74,81,89,70,70,79,70,85,47,52,49,69,90,48,57,46,40,51,50,40,77,75,42,75,85,80,80,70,75,74,75,41,37,50
"Nick Smith Jr.","6'2"" (188cm)","PG",0,0,0,2,1,1,0,0,0,0,0,0,3,"Los Angeles Lakers",74,96,74,83,91,70,65,82,40,80,37,39,38,41,80,33,63,43,42,57,50,40,84,84,48,86,89,75,80,70,79,84,72,42,29,41
"John Konchar","6'5"" (196cm)","SF",0,0,0,0,3,2,0,1,0,0,0,0,3,"Memphis Grizzlies",74,73,73,76,78,60,55,73,40,55,44,47,47,40,85,54,62,63,72,50,60,45,62,69,40,70,93,90,84,74,76,60,79,38,59,76
"Jae’Sean Tate","6'4"" (193cm)","SF",0,0,0,3,2,0,1,0,0,1,0,1,5,"Houston Rockets",73,94,70,76,69,50,40,84,65,75,69,68,69,54,85,70,70,70,42,68,69,65,69,70,65,75,89,95,80,70,74,62,72,38,65,55
"Jeff Green","6'8"" (203cm)","PF",0,0,1,6,0,0,3,0,0,1,0,1,7,"Houston Rockets",73,88,75,76,82,50,50,79,65,70,70,68,72,51,85,69,70,32,62,68,54,60,63,75,70,84,89,85,82,65,74,50,64,33,41,49
"Johnny Furphy","6'9"" (206cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",73,89,77,76,82,70,60,79,60,60,47,52,49,48,85,52,57,49,25,52,48,50,79,63,54,79,85,90,80,60,59,60,64,28,48,66
"Ethan Thompson","6'5"" (196cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",73,92,78,78,83,80,55,71,40,60,40,40,41,50,80,48,61,41,53,58,44,45,76,70,59,69,81,68,80,70,70,73,70,48,45,43
"Jordan Miller","6'5"" (196cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",73,81,70,79,86,75,60,70,40,80,54,52,58,40,65,54,65,37,58,60,40,45,84,78,52,81,85,70,80,60,69,72,62,43,67,60
"Maxi Kleber","6'10"" (208cm)","PF",0,0,0,0,6,1,1,1,0,2,0,1,6,"Los Angeles Lakers",73,71,70,66,76,60,35,73,75,75,67,67,64,40,80,80,77,33,63,75,75,75,45,77,79,56,85,80,80,70,64,45,68,35,47,54
"Gabe Vincent","6'2"" (188cm)","PG",0,0,0,4,4,3,4,0,0,0,0,0,8,"Los Angeles Lakers",73,93,88,80,78,70,60,80,25,45,26,32,26,37,90,37,60,38,32,60,57,45,73,73,40,66,85,69,82,78,82,70,79,35,33,32
"Olivier-Maxence Prosper","6'7"" (201cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Memphis Grizzlies",73,86,68,73,93,60,40,68,40,85,47,45,45,58,80,67,74,66,50,64,58,60,79,81,60,88,88,85,80,65,60,66,61,37,57,61
"Kobe Brown","6'7"" (201cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",72,91,72,65,85,50,60,79,60,65,64,64,64,50,80,62,62,43,53,60,57,45,60,62,74,66,88,85,80,69,70,57,70,35,70,82
"Yanic Konan Niederhauser","6'11"" (211cm)","C",0,0,0,0,1,0,0,0,0,0,0,0,1,"Los Angeles Clippers",72,87,62,40,57,50,35,70,85,80,55,54,55,47,80,70,48,32,83,69,45,50,73,64,64,90,85,85,80,29,44,41,40,31,84,66
"Christian Koloko","7'0"" (213cm)","C",0,0,0,0,0,0,0,0,0,0,0,0,0,"Memphis Grizzlies",71,59,60,29,63,75,35,64,75,75,54,50,51,50,70,75,37,78,84,75,50,70,72,72,59,75,80,80,80,37,42,44,52,29,52,57
"TyTy Washington","6'3"" (191cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",70,78,77,70,75,75,60,76,25,75,25,38,26,50,80,55,66,49,37,62,70,40,80,80,54,79,95,85,80,68,86,80,69,60,27,52
"Cam Christie","6'6"" (198cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Clippers",70,51,79,77,70,60,40,66,40,75,40,40,40,40,90,47,62,39,30,58,57,45,87,82,42,77,86,70,80,68,70,78,68,41,44,62
"Drew Timme","6'10"" (208cm)","C",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",70,86,75,75,79,70,30,68,70,65,68,67,68,40,80,57,40,46,45,58,47,30,48,40,68,66,80,75,81,58,52,40,70,47,66,66
"Adou Thiero","6'8"" (203cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",70,75,64,71,69,35,25,73,50,88,40,40,40,65,70,57,67,72,55,64,60,50,87,85,69,92,80,70,80,47,69,71,47,32,64,57
"JD Davison","6'1"" (185cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Houston Rockets",69,70,73,71,73,50,50,72,25,85,30,31,38,40,80,25,56,69,61,55,54,45,85,85,54,84,88,45,80,72,86,84,75,72,36,55
"Bronny James Jr.","6'2"" (188cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",69,69,63,70,73,50,30,68,35,80,37,37,30,37,85,47,72,57,44,70,60,65,87,87,60,90,90,90,80,67,70,84,65,41,48,50
"Javon Small","6'2"" (188cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Memphis Grizzlies",69,75,76,73,88,50,40,75,35,80,37,37,32,50,80,44,64,70,25,60,57,40,87,85,49,89,85,70,80,75,79,84,75,62,30,39
"Tristen Newton","6'5"" (196cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Houston Rockets",68,70,69,73,81,55,40,71,30,50,40,42,40,50,80,49,64,58,42,60,50,45,76,81,49,68,88,85,80,75,79,76,74,69,52,58
"Isaiah Crawford","6'6"" (198cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Houston Rockets",68,71,74,78,73,50,50,70,50,65,57,57,57,45,80,55,57,45,44,52,57,40,61,61,59,74,90,75,80,48,57,57,47,37,54,59
"Kam Jones","6'4"" (193cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",68,76,74,75,66,50,40,76,30,60,40,40,40,40,89,30,60,42,35,58,57,40,76,75,52,60,88,85,80,79,82,76,79,77,42,49
"Chris Manon","6'5"" (196cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Los Angeles Lakers",68,71,68,69,74,50,30,74,30,85,42,44,44,40,70,50,70,79,55,65,77,60,83,84,58,88,80,95,80,69,68,70,65,54,40,47
"Jahmai Mashack","192lbs (86kg)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Memphis Grizzlies",68,68,70,75,72,50,30,67,45,70,40,40,57,39,69,60,73,80,47,72,68,70,82,88,60,80,85,60,80,69,67,68,68,42,48,45
"Taelon Peter","6'4"" (193cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",67,81,80,76,77,65,50,75,35,80,30,38,26,39,76,40,52,60,40,50,50,45,81,74,41,80,85,81,80,50,57,72,68,32,30,45
"Giannis Antetokounmpo","6'11"" (211cm)","PF",0,1,13,14,3,0,6,1,0,10,2,1,31,"Milwaukee Bucks",97,97,57,73,67,90,98,98,85,91,79,74,90,97,95,90,87,70,70,92,88,95,89,86,94,85,98,95,91,84,87,80,95,87,82,90
"Anthony Edwards","6'4"" (193cm)","SG",0,1,9,11,4,4,8,1,0,6,0,1,25,"Minnesota Timberwolves",96,93,90,88,80,90,98,96,50,97,60,62,62,95,98,59,87,59,60,84,84,85,91,90,62,97,97,90,83,79,86,85,80,66,35,60
"Jalen Brunson","6'2"" (188cm)","PG",0,0,14,2,3,5,9,1,0,0,0,0,19,"New York Knicks",93,96,89,86,84,90,95,98,40,35,50,56,50,98,98,55,73,38,30,72,70,75,84,84,60,75,98,95,81,96,95,84,98,75,34,46
"Karl-Anthony Towns","7'0"" (213cm)","C",0,0,5,8,5,3,3,1,0,0,1,1,18,"New York Knicks",91,90,59,84,88,90,90,82,85,75,92,92,89,88,98,71,50,41,60,79,55,65,76,76,87,70,98,90,82,60,65,66,79,49,69,91
"Zion Williamson","6'6"" (198cm)","PF",0,2,11,2,3,0,2,1,0,1,2,1,18,"New Orleans Pelicans",88,83,70,67,75,75,85,93,85,93,90,80,86,85,95,59,55,56,60,64,70,40,84,81,92,97,83,95,60,65,78,74,72,68,68,70
"Bam Adebayo","6'9"" (206cm)","C",0,0,6,13,5,0,5,1,0,5,2,1,24,"Miami Heat",87,90,91,75,76,70,70,84,85,80,80,82,82,60,90,90,88,43,65,94,80,95,74,84,85,83,92,90,90,72,69,66,74,43,52,87
"Julius Randle","6'9"" (206cm)","PF",0,0,3,3,10,0,3,1,0,0,2,0,16,"Minnesota Timberwolves",87,94,79,76,82,90,95,92,85,80,79,60,86,92,85,77,73,46,35,73,52,75,73,76,87,69,95,90,84,74,80,68,84,73,52,68
"Tyler Herro","6'5"" (196cm)","SG",0,0,3,4,7,5,5,1,0,0,0,0,14,"Miami Heat",86,98,85,84,92,85,95,92,30,60,37,42,40,82,95,46,69,42,53,65,60,50,79,78,59,72,85,70,80,79,83,74,84,42,33,61
"Norman Powell","6'4"" (193cm)","SF",0,0,2,7,1,4,1,1,0,0,0,0,10,"Miami Heat",86,97,91,86,87,80,90,87,25,80,30,32,28,65,88,50,79,59,42,77,74,75,79,80,46,80,92,90,82,74,79,77,75,50,31,53
"Rudy Gobert","7'1"" (216cm)","C",0,1,5,3,3,0,0,1,0,3,2,1,12,"Minnesota Timberwolves",85,95,54,25,53,75,40,57,85,75,65,58,65,70,85,90,64,36,82,95,74,95,48,65,87,57,90,95,81,68,35,25,58,34,90,85
"Mikal Bridges","6'6"" (198cm)","SF",0,0,4,7,4,4,0,1,0,8,0,1,15,"New York Knicks",85,97,83,84,76,70,75,75,40,75,55,57,57,60,80,69,88,90,65,82,86,85,80,87,68,85,92,95,84,78,82,72,88,65,41,52
"OG Anunoby","6'7"" (201cm)","SF",0,0,6,5,4,2,2,1,0,9,0,1,15,"New York Knicks",85,55,61,80,82,80,85,75,60,85,38,37,36,60,90,81,90,83,62,89,89,90,81,91,68,85,85,85,81,58,72,71,52,37,48,62
"Trey Murphy III","6'8"" (203cm)","SG",0,0,6,6,0,3,3,1,0,1,0,1,12,"New Orleans Pelicans",84,86,84,82,91,90,90,81,65,88,42,44,43,41,80,69,69,70,40,69,59,65,84,76,60,82,85,85,80,59,64,74,64,59,43,65
"Naz Reid","6'9"" (206cm)","C",0,0,10,4,4,2,1,1,0,3,2,1,18,"Minnesota Timberwolves",83,96,79,80,81,50,80,75,80,80,82,70,82,75,94,78,54,46,68,80,65,75,50,54,87,75,88,95,80,59,58,49,65,51,48,78
"Josh Hart","6'4"" (193cm)","PF",0,0,5,9,7,1,5,1,0,8,2,1,21,"New York Knicks",83,91,89,82,84,70,75,84,25,70,39,58,42,57,95,78,86,66,47,80,78,80,81,86,64,69,99,99,82,73,79,79,75,71,55,83
"Kel’el Ware","7'0"" (213cm)","C",0,0,4,1,3,0,0,0,0,1,2,1,8,"Miami Heat",82,78,64,85,82,80,65,77,85,86,65,54,60,62,90,75,37,49,82,69,50,60,66,68,66,90,89,90,80,37,52,46,52,27,90,91
"Kevin Porter Jr.","6'4"" (193cm)","SG",0,0,2,3,5,4,1,0,0,2,0,0,10,"Milwaukee Bucks",82,82,92,83,86,70,85,85,40,80,25,62,44,84,80,44,69,96,50,64,75,55,85,75,52,75,88,80,80,82,82,83,82,79,36,62
"Ryan Rollins","6'3"" (191cm)","PG",0,0,0,6,8,2,5,1,0,3,0,0,14,"Milwaukee Bucks",82,80,77,86,77,85,80,85,25,65,40,42,42,79,85,43,68,82,51,67,62,60,86,86,39,80,85,85,80,79,79,82,79,73,38,56
"Jaden McDaniels","6'9"" (206cm)","SF",0,0,4,5,6,2,1,1,0,8,1,1,15,"Minnesota Timberwolves",82,93,77,85,87,70,50,84,40,75,52,56,54,37,85,83,90,46,65,88,88,90,79,91,60,80,85,85,90,44,78,70,40,47,45,53
"Andrew Wiggins","6'7"" (201cm)","PF",0,0,0,6,7,3,1,0,0,4,0,1,13,"Miami Heat",81,91,74,82,74,80,70,77,40,85,65,74,77,50,85,55,74,49,72,70,67,65,82,82,57,97,87,90,83,62,79,80,60,48,53,49
"Jaime Jaquez Jr.","6'6"" (198cm)","PF",0,0,1,5,2,1,1,1,0,0,0,1,8,"Miami Heat",81,93,91,71,75,90,75,85,55,88,60,64,63,45,80,68,72,41,40,75,72,75,67,75,68,82,88,90,80,70,73,64,74,71,47,62
"Bobby Portis Jr.","6'10"" (208cm)","C",0,0,1,1,8,1,0,1,0,0,2,0,10,"Milwaukee Bucks",81,93,84,89,74,75,60,74,75,70,83,83,83,74,85,78,40,40,42,75,65,65,65,64,83,64,85,90,84,55,52,59,52,37,57,86
"Myles Turner","6'11"" (211cm)","C",0,0,3,7,6,0,1,1,0,4,2,1,16,"Milwaukee Bucks",81,77,92,81,75,70,60,75,80,65,76,80,84,45,95,87,70,40,86,90,70,85,56,66,80,69,95,80,83,31,35,32,68,34,47,67
"Dejounte Murray","6'4"" (193cm)","PG",0,0,1,6,7,1,5,0,0,4,0,1,14,"New Orleans Pelicans",81,85,71,79,82,70,75,90,40,75,40,48,49,61,95,53,83,87,51,80,81,80,83,85,40,60,90,90,80,82,86,83,82,81,33,77
"Derik Queen","6'10"" (208cm)","C",0,0,2,7,1,0,3,1,0,0,2,0,10,"New Orleans Pelicans",81,88,69,67,77,85,85,82,65,70,78,78,78,75,90,69,52,56,75,68,62,60,54,54,80,62,85,80,80,79,69,52,82,71,57,83
"Jordan Poole","6'4"" (193cm)","SG",0,0,1,7,5,4,5,1,0,0,0,0,13,"New Orleans Pelicans",80,85,78,76,91,70,80,88,45,60,29,47,44,78,80,47,57,38,56,54,51,30,81,79,61,73,80,65,80,83,89,80,82,69,30,41
"Saddiq Bey","6'7"" (201cm)","PF",0,0,1,3,4,2,2,1,0,0,0,1,8,"New Orleans Pelicans",80,97,67,76,81,90,80,84,45,75,43,42,52,84,84,64,69,43,30,67,65,65,63,72,69,70,81,90,81,64,76,57,75,42,55,65
"Kyle Kuzma","6'9"" (206cm)","PF",0,0,1,6,7,2,3,1,0,1,1,1,14,"Milwaukee Bucks",79,82,84,73,75,60,75,75,75,75,66,65,66,50,95,66,75,41,57,74,72,70,74,74,74,75,85,95,83,66,77,67,78,48,46,67
"Donte DiVincenzo","6'4"" (193cm)","PG",0,0,0,2,11,1,3,1,0,5,1,0,13,"Minnesota Timberwolves",79,85,81,80,76,80,70,80,25,75,28,45,38,52,70,58,82,59,52,84,88,80,87,87,60,95,90,85,81,77,79,81,79,65,43,55
"Herbert Jones","6'7"" (201cm)","SF",0,0,6,4,4,1,1,1,0,9,0,1,14,"New Orleans Pelicans",79,63,78,78,81,50,40,67,55,75,62,62,62,55,85,62,91,75,45,88,88,90,74,91,59,72,82,85,80,65,75,69,75,43,44,51
"Mitchell Robinson","7'0"" (213cm)","C",0,0,3,3,2,0,0,1,0,3,1,1,8,"New York Knicks",79,75,68,32,39,70,35,66,85,80,65,52,50,41,80,83,49,73,88,87,65,80,48,65,84,76,80,85,80,70,40,25,54,34,98,84
"Davion Mitchell","6'0"" (183cm)","PG",0,0,5,2,2,0,2,0,0,6,0,1,9,"Miami Heat",78,98,75,83,64,65,50,79,25,40,30,30,30,30,95,44,87,56,35,85,82,85,82,88,60,70,90,95,80,75,86,82,75,76,31,43
"Jeremiah Fears","6'4"" (193cm)","PG",0,0,2,3,7,2,7,0,0,0,0,0,12,"New Orleans Pelicans",78,71,79,77,78,65,70,84,40,70,40,41,40,79,85,38,62,63,45,62,60,60,94,88,49,75,85,85,80,78,88,92,79,65,39,54
"Jordan Clarkson","6'3"" (191cm)","SG",0,0,1,2,6,3,3,0,0,0,0,0,9,"New York Knicks",78,96,67,79,78,70,75,82,25,70,30,37,38,60,98,43,58,37,42,52,49,40,79,75,54,85,80,80,83,73,86,79,73,39,46,39
"Miles McBride","6'1"" (185cm)","PG",0,0,1,2,5,0,1,0,0,5,0,1,8,"New York Knicks",78,55,85,87,85,80,75,80,25,65,25,58,48,55,80,40,81,41,45,78,74,75,86,86,44,80,85,85,80,72,88,80,72,44,38,45
"Pelle Larsson","6'5"" (196cm)","SG",0,0,0,2,2,1,0,1,0,2,0,0,4,"Miami Heat",77,82,79,79,76,85,75,74,45,75,38,44,42,59,80,52,65,41,47,60,57,50,87,80,55,79,85,85,80,64,68,74,68,69,38,49
"Landry Shamet","6'4"" (193cm)","SG",0,0,0,2,2,3,0,1,0,0,0,0,4,"New York Knicks",77,89,89,88,79,75,75,79,35,70,30,38,26,69,76,25,60,37,35,57,50,35,85,85,41,80,85,81,81,79,78,82,77,31,36,46
"Nikola Jovic","6'10"" (208cm)","PF",0,0,0,0,3,1,0,0,0,0,0,1,3,"Miami Heat",76,84,70,75,79,85,75,83,30,60,55,60,44,62,90,59,62,46,57,60,57,40,68,68,44,72,85,70,80,69,70,67,68,70,40,69
"Cole Anthony","6'2"" (188cm)","PG",0,0,0,9,4,5,6,0,0,0,0,0,13,"Milwaukee Bucks",76,88,89,75,59,65,60,79,40,85,49,58,44,62,80,45,69,56,57,55,52,45,84,84,59,77,88,85,98,77,84,84,78,82,42,66
"AJ Green","6'4"" (193cm)","SF",0,0,4,0,1,3,1,1,0,0,0,0,5,"Milwaukee Bucks",76,82,80,88,79,70,70,74,40,40,34,34,34,40,80,40,63,38,32,50,60,45,69,69,42,75,80,70,80,69,73,68,69,38,29,48
"Mike Conley","6'0"" (183cm)","PG",0,0,0,5,6,3,5,0,0,1,0,0,11,"Minnesota Timberwolves",76,53,70,79,94,70,40,72,25,30,25,40,29,60,84,31,83,46,51,83,80,80,83,84,40,92,85,80,82,82,82,83,82,70,36,45
"Jose Alvarado","6'0"" (183cm)","PG",0,0,4,3,1,0,0,0,0,7,0,1,8,"New Orleans Pelicans",76,87,78,80,83,60,60,70,25,30,35,30,30,40,85,31,85,85,37,85,85,85,76,86,42,78,80,79,80,70,73,75,71,69,34,55
"Yves Missi","6'11"" (211cm)","C",0,0,2,3,1,0,0,1,0,1,2,1,6,"New Orleans Pelicans",76,75,42,30,51,60,35,65,85,80,62,50,58,40,90,75,48,36,91,70,45,60,78,67,72,85,80,95,80,29,35,45,37,35,93,63
"Tyler Kolek","6'3"" (191cm)","PG",0,0,0,0,4,0,4,0,0,0,0,0,4,"New York Knicks",76,88,82,79,83,75,75,82,25,45,37,57,42,45,85,32,73,49,42,58,57,50,74,84,54,74,90,90,80,79,77,74,79,74,37,57
